StudyID,Species,Taxon.group,Endo.Ecto,Lat.Decimal.Degrees,Trait.Name,Fitness.Measure.Defined,N,linear.coefs,linear.coefs.se,grad.diff,elevation,abs.Lat
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.1069,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.03949,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.05427,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.04959,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.10902,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03202,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.03821,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.22566,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.0363,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.08989,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00195,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03002,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.04942,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02547,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.00734,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.03318,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02412,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.0093,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.00043,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.0762,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.0717,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.02086,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.03187,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.05358,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00901,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02576,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.00629,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01811,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.0546,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00799,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.09575,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.01493,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03633,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.03888,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00304,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.04691,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.02341,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.09943,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.03597,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.09271,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02638,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01097,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.04946,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00646,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.05053,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00434,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.05521,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.10193,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.04037,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00934,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03542,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.15615,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.14078,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.68673,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.58541,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.4347,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.27225,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.1588,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.29457,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.36439,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.31563,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.05987,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.31615,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.39997,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.30993,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.58947,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.11523,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.40303,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.14894,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.1582,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.15221,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.08302,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.33271,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.11174,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.09221,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.26978,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.06861,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.04448,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.45345,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.15468,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03094,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.22565,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.08977,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.12812,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.10445,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03685,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.5713,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.01963,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.11637,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01458,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.08802,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.19843,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.0199,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.17666,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03989,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.11378,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.16369,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02452,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.04575,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01048,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.15056,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.08654,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01128,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00798,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01776,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03326,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02101,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.0386,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.01583,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.05529,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.01026,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.09312,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.09524,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.00716,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.06672,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.0405,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.11156,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.59434,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.15742,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02767,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.24795,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.06196,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02755,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01107,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.07137,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.04613,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.09323,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.26732,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.00753,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03331,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.00179,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.08266,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.05337,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.17722,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-8.00E-05,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.04829,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.23683,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.071207305,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,-0.026540087,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.133611211,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,-0.01186449,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.115111445,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.027768772,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.000730647,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.041665476,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.067547753,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.062168052,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.010417141,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,-0.016791235,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.032080331,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.106011104,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.061371067,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.044285372,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.031392601,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.06640524,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.055181178,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,-0.00648552,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.062170248,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.036140944,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.038735252,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.073479152,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.044808324,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.078357493,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.015603874,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.016830689,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.032906799,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.037593507,NA,dif,-11,57.0412
152,Cervus elaphus,V,Endo,57.0412,birth weight,survival,NA,0.006932351,NA,dif,-11,57.0412
106,Crocidura russula,V,Endo,45.5167,body mass,viability selection,71,0.12,0.07,dif,696,45.5167
106,Crocidura russula,V,Endo,45.5167,body mass,viability selection,64,0.04,0.3,dif,696,45.5167
106,Crocidura russula,V,Endo,45.5167,body mass,viability selection,76,0.09,0.21,dif,696,45.5167
106,Crocidura russula,V,Endo,45.5167,body mass,viability selection,76,0.01,0.06,dif,696,45.5167
106,Crocidura russula,V,Endo,45.5167,body mass,viability selection,52,0.29,0.07,dif,696,45.5167
106,Crocidura russula,V,Endo,45.5167,body mass,viability selection,65,0.03,0.22,dif,696,45.5167
109,Esox lucius,V,Ecto,54.37,body length,survival,150,0.312038771,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,182,0.146671372,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,125,0.010096664,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,84,0.276398199,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,98,-0.171971452,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,143,0.143376632,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,194,0.037083653,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,248,0.118054634,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,225,0.208596848,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,272,0.182944874,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,206,-0.013407552,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,123,0.102359502,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,64,0.141188596,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,95,0.114339762,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,242,0.456432223,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,303,0.312592956,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,252,0.122612796,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,271,0.104881441,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,338,0.232106043,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,170,0.129487571,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,116,0.080874716,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,114,0.09912387,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,98,0.030100506,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,35,0.18124958,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,81,0.392213639,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,36,-0.035704205,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,80,0.241132619,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,34,-0.17470713,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,18,0.186601625,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,18,0.22233095,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,31,0.331013944,NA,dif,40,54.37
